Cost Center,Cust Loc,Brand,Location,ITEM_CODE,ITEM_DESC,order_type,INV_DATE,QTY_SHIPPED,SELL_PRICE,NET_SALE,Promo Cat,subcat_1,subcat_2
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6127   ,TumblerOrkin 16 oz Hydro Cup with Lid   ,Inventory,2/12/2020,2,$5.95,$11.90,Drinkware,,
484                 ,00005985 0484,Orkin,484 BECKLEY                        ,ORK8937KL ,WindshirtOrkin Adult Sport Tek V-Neck Bl,POD,2/29/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
484                 ,00005985 0484,Orkin,484 BECKLEY                        ,ORK8937KX ,Adult Sport Tek V Neck Black Windshirt  ,POD,1/31/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
484                 ,00005985 0484,Orkin,484 BECKLEY                        ,ORK8067   ,Orkin Trooper Duffel Bag                ,Inventory,1/20/2020,1,$13.00,$13.00,Bags,,
484                 ,00005985 0484,Orkin,484 BECKLEY                        ,ORK6148   ,Orkin Ion Silver Stylus Pen             ,Inventory,1/20/2020,6,$0.67,$4.02,Office,,
484                 ,00005985 0484,Orkin,484 BECKLEY                        ,ORK6123   ,Smart Phone Wallet                      ,Inventory,1/7/2020,3,$1.75,$5.25,Tech,,
37065               ,00005985 7065,Orkin,CRANE CENTRAL OFFICE               ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,1/22/2020,10,$8.20,$82.00,Vehicle,,
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7253RXL,Rain JacketOrkin Eddie Bauer            ,POD,12/31/2020,1,$93.50,$93.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257KL ,JacketOrkin Port Authority Core Soft She,POD,12/23/2020,1,$37.50,$37.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7251KXL,Rain JacketOrkin Port Authority Collecti,POD,12/23/2020,1,$59.66,$59.66,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7229KL ,FleeceOrkin Sport-Tek Sport-Wick Stretch,POD,12/17/2020,1,$31.59,$31.59,Apparel,Fleece,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7229WL ,FleeceOrkin Sport-Tek Sport-Wick Stretch,POD,12/17/2020,1,$31.59,$31.59,Apparel,Fleece,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK6100   ,BagOrkin Slanted Non-Woven Drawstring   ,Inventory,11/19/2020,1,$4.29,$4.29,Bags,,
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK6100   ,BagOrkin Slanted Non-Woven Drawstring   ,Inventory,11/19/2020,18,$4.29,$77.22,Bags,,
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7263RXL,JacketOrkin Port Authority All Season II,POD,11/19/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7253RXL,Rain JacketOrkin Eddie Bauer            ,POD,11/9/2020,1,$93.50,$93.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K2X,JacketOrkin Port Authority Core Soft She,POD,11/6/2020,1,$38.98,$38.98,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7261KM ,JacketOrkin Port Authority Collective In,POD,11/6/2020,1,$37.50,$37.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K3X,JacketOrkin Port Authority Core Soft She,POD,11/6/2020,1,$41.93,$41.93,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K6X,JacketOrkin Port Authority Core Soft She,POD,11/6/2020,1,$47.84,$47.84,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K2X,JacketOrkin Port Authority Core Soft She,POD,10/28/2020,1,$38.98,$38.98,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257KL ,JacketOrkin Port Authority Core Soft She,POD,10/5/2020,1,$37.50,$37.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K2X,JacketOrkin Port Authority Core Soft She,POD,10/5/2020,1,$38.98,$38.98,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257KM ,JacketOrkin Port Authority Core Soft She,POD,10/5/2020,3,$37.50,$112.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257KXL,JacketOrkin Port Authority Core Soft She,POD,10/5/2020,2,$37.50,$75.00,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7257K3X,JacketOrkin Port Authority Core Soft She,POD,10/5/2020,1,$41.93,$41.93,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7261KXL,JacketOrkin Port Authority Collective In,POD,9/12/2020,1,$37.50,$37.50,Apparel,Outerwear,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7330   ,BagOrkin Port Authority Ladies Laptop To,POD,9/10/2020,1,$28.83,$28.83,Bags,,
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7320K4X,SweaterOrkin Port Authority Ladies Conce,POD,8/27/2020,1,$39.26,$39.26,Apparel,Sweater,Womens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,8/27/2020,10,$20.96,$209.60,Apparel,Tie,Mens
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK8212   ,HatOrkin Port Authority Cold Weather Cor,POD,7/31/2020,10,$15.44,$154.40,Apparel,Headwear,All
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,7/21/2020,20,$10.20,$204.00,Apparel,Headwear,All
401                 ,00005985 0401,Orkin,401 NORTHWEST SALES                ,ORK7008   ,BeanieOrkin 12in                        ,Inventory,7/21/2020,15,$8.09,$121.35,Apparel,Headwear,All
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7253KL ,Rain JacketOrkin Eddie Bauer            ,POD,11/30/2020,2,$93.50,$187.00,Apparel,Outerwear,Mens
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7263KM ,JacketOrkin Port Authority All Season II,POD,10/24/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7263KXL,JacketOrkin Port Authority All Season II,POD,10/24/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7263KL ,JacketOrkin Port Authority All Season II,POD,10/24/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7266KXL,3-in-1 JacketOrkin Port Authority Vortex,POD,10/22/2020,1,$99.56,$99.56,Apparel,Outerwear,Mens
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,PLQDAWG7SG,PlaqueOrkin Top Dawg - Small - Silver Gr,POD,10/22/2020,1,$28.50,$28.50,Awards,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7280   ,BagOrkin High Sierra Fallout Computer   ,Inventory,7/14/2020,1,$62.77,$62.77,Bags,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7013   ,BraceletOrkin Measuring Slap Wrist      ,Inventory,7/14/2020,10,$1.22,$12.20,Office,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,7/9/2020,2,$18.36,$36.72,Umbrella,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK6043   ,PortfolioOrkin Black Leather            ,Inventory,7/7/2020,1,$32.72,$32.72,Office,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,4/21/2020,6,$17.50,$105.00,Coolers,,
590                 ,00005985 0590,Orkin,590 EVANSVILLE                     ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,4/21/2020,2,$17.50,$35.00,Coolers,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7273R  ,BagOrkin Eddie Bauer Medium Ripstop Duff,POD,12/13/2020,1,$35.28,$35.28,Bags,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,12/4/2020,1,$20.58,$20.58,Coolers,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KL ,JacketOrkin Port Authority All Season II,POD,11/28/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7237KL ,FleeceOrkin Port Authority Value Fleece ,POD,11/9/2020,1,$28.62,$28.62,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7237KL ,FleeceOrkin Port Authority Value Fleece ,POD,11/9/2020,1,$28.62,$28.62,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7237KXL,FleeceOrkin Port Authority Value Fleece ,POD,11/9/2020,1,$28.62,$28.62,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,11/4/2020,1,$20.58,$20.58,Coolers,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6124   ,Orkin Tool Pen Kit                      ,Inventory,11/4/2020,10,$1.85,$18.50,Tools,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263K2X,JacketOrkin Port Authority All Season II,POD,10/28/2020,2,$64.09,$128.18,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KS ,JacketOrkin Port Authority All Season II,POD,10/28/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KS ,JacketOrkin Port Authority All Season II,POD,10/28/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7013   ,BraceletOrkin Measuring Slap Wrist      ,Inventory,10/14/2020,5,$1.22,$6.10,Office,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6129   ,ToolOrkin 16-in-1 Flashlight Laser Multi,Inventory,10/14/2020,1,$14.96,$14.96,Tools,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6138   ,Orkin Fidget Spinner                    ,Inventory,10/14/2020,1,$2.05,$2.05,tradeshow,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263RL ,JacketOrkin Port Authority All Season II,POD,10/5/2020,2,$62.62,$125.24,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263K2X,JacketOrkin Port Authority All Season II,POD,9/18/2020,1,$64.09,$64.09,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KM ,JacketOrkin Port Authority All Season II,POD,9/18/2020,3,$62.62,$187.86,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263K3X,JacketOrkin Port Authority All Season II,POD,9/18/2020,1,$67.05,$67.05,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KXL,JacketOrkin Port Authority All Season II,POD,9/18/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KXL,JacketOrkin Port Authority All Season II,POD,9/18/2020,2,$62.62,$125.24,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263RXL,JacketOrkin Port Authority All Season II,POD,9/18/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7263KL ,JacketOrkin Port Authority All Season II,POD,9/18/2020,1,$62.62,$62.62,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8212   ,HatOrkin Port Authority Cold Weather Cor,POD,8/19/2020,2,$15.44,$30.88,Apparel,Headwear,All
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,8/10/2020,10,$10.20,$102.00,Apparel,Headwear,All
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,8/10/2020,10,$6.56,$65.60,Apparel,Headwear,All
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK1081K2X,PoloOrkin Men's Oslo Pique              ,POD,7/31/2020,2,$22.23,$44.46,Apparel,Polo,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,6/4/2020,5,$20.96,$104.80,Apparel,Tie,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK2013   ,TieOrkin Ant Line                       ,Inventory,6/4/2020,5,$21.41,$107.05,Apparel,Tie,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7235CXL,FleeceOrkin Sport-Tek Sport-Wick Stretch,POD,5/29/2020,1,$37.50,$37.50,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7243RXL,"1/4 ZIP, TNF TECH FLEECE-CARDINAL RED XL",POD,4/16/2020,1,$63.96,$63.96,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7239GXL,"JACKET, EB MICROFLEECE-GREY STEEL XL    ",POD,4/16/2020,1,$40.61,$40.61,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7237RL ,"JACKET, PA FLEECE-TRUE RED L            ",POD,4/16/2020,1,$28.62,$28.62,Apparel,Fleece,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8204TX ,JacketOrkin Men's Helsa Full Zip        ,POD,3/31/2020,1,$42.70,$42.70,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937KM ,Adult Sport Tek V Neck Black Windshirt  ,POD,3/27/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,PLQCUS7BS ,Custom Plaque - Small - Black Stone     ,POD,3/23/2020,1,$28.50,$28.50,Awards,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,PLQCUS7BS ,Custom Plaque - Small - Black Stone     ,POD,3/23/2020,1,$28.50,$28.50,Awards,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,PLQCUS7BS ,Custom Plaque - Small - Black Stone     ,POD,3/23/2020,1,$28.50,$28.50,Awards,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,PLQCUS7BS ,Custom Plaque - Small - Black Stone     ,POD,3/23/2020,1,$28.50,$28.50,Awards,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK6084   ,Stress RelieverOrkin Dog (Pack of 10)   ,Inventory,3/10/2020,10,$25.65,$25.65,tradeshow,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KM ,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/29/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK7100R  ,TumblerOrkin Basecamp Tundra 20oz       ,Inventory,2/25/2020,1,$16.34,$16.34,Drinkware,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,PLQCUS9SG ,Custom Plaque - Medium - Silver Graphic ,POD,2/14/2020,1,$34.00,$34.00,Awards,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KX ,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/13/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK4007   ,WatchOrkin Swiss                        ,Inventory,2/5/2020,1,$97.73,$97.73,Watches,,
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KX ,Men's Tulsa Weatherproof Jacket         ,POD,1/31/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KX ,Men's Tulsa Weatherproof Jacket         ,POD,1/31/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KL ,Men's Tulsa Weatherproof Jacket         ,POD,1/26/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KX ,Men's Tulsa Weatherproof Jacket         ,POD,1/26/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937KM ,Adult Sport Tek V Neck Black Windshirt  ,POD,1/26/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937KM ,Adult Sport Tek V Neck Black Windshirt  ,POD,1/26/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937KL ,Adult Sport Tek V Neck Black Windshirt  ,POD,1/26/2020,2,$30.00,$60.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8085KM ,Men's Tulsa Weatherproof Jacket         ,POD,1/26/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937KX ,Adult Sport Tek V Neck Black Windshirt  ,POD,1/26/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8937K3X,Adult Sport Tek V Neck Black Windshirt  ,POD,1/26/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8086R2X,Ladies Tulsa Weatherproof Jacket        ,POD,1/20/2020,1,$58.48,$58.48,Apparel,Outerwear,Womens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8086RX ,Ladies Tulsa Weatherproof Jacket        ,POD,1/20/2020,1,$58.48,$58.48,Apparel,Outerwear,Womens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK2012L  ,Orkin Black Diamond Logo Tie            ,Inventory,1/14/2020,20,$21.86,$437.20,Apparel,Tie,Mens
740                 ,00005985 0740,Orkin,740 OAKLAND SALES/SERVICE CTR      ,ORK8049A  ,Orkin Six Panel Cap                     ,Inventory,1/14/2020,10,$6.56,$65.60,Apparel,Headwear,All
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7253KXL,Rain JacketOrkin Eddie Bauer            ,POD,12/31/2020,1,$93.50,$93.50,Apparel,Outerwear,Mens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7232WM ,FleeceOrkin Sport-Tek Ladies Sport-Wick ,POD,12/13/2020,1,$30.10,$30.10,Apparel,Fleece,Womens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7269RS ,VestOrkin Port Authority Ladies Value Fl,POD,12/13/2020,1,$25.67,$25.67,Apparel,Vest,Womens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK8033G3X,VestOrkin Port Authority Value Fleece   ,POD,11/28/2020,1,$30.10,$30.10,Apparel,Fleece,Mens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7235RXL,FleeceOrkin Sport-Tek Sport-Wick Stretch,POD,11/18/2020,1,$37.50,$37.50,Apparel,Fleece,Mens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7008   ,BeanieOrkin 12in                        ,Inventory,11/11/2020,10,$8.09,$80.90,Apparel,Headwear,All
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7266KXL,3-in-1 JacketOrkin Port Authority Vortex,POD,11/6/2020,1,$99.56,$99.56,Apparel,Outerwear,Mens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK7231KXL,FleeceOrkin Sport-Tek Sport-Wick Texture,POD,10/31/2020,1,$30.10,$30.10,Apparel,Fleece,Mens
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK6131   ,PenOrkin Cross Calais Ballpoint         ,Inventory,9/10/2020,2,$22.50,$45.00,Office,,
378                 ,00005985 0378,Orkin,378 LEXINGTON                      ,ORK6121   ,PenOrkin Wolverine Stylus               ,Inventory,9/10/2020,20,$0.77,$15.40,Office,,
