Cost Center,Cust Loc,Brand,Location,ITEM_CODE,ITEM_DESC,order_type,INV_DATE,QTY_SHIPPED,SELL_PRICE,NET_SALE,Promo Cat,subcat_1,subcat_2
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK7288   ,Orkin All Natural Insect Repellent Spray,Inventory,8/11/2020,7,$1.55,$10.85,tradeshow,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK8213K  ,HatOrkin Port Authority Snapback Trucker,POD,8/11/2020,10,$11.64,$116.40,Apparel,Headwear,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK6128R  ,FlashlightOrkin Telescopic Aluminum with,Inventory,8/11/2020,4,$6.99,$27.96,Flashlights,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK7274R  ,BagOrkin Eddie Bauer Ripstop Backpack   ,POD,8/11/2020,1,$52.20,$52.20,Bags,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,8/11/2020,6,$8.20,$49.20,Vehicle,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK7324   ,BagOrkin Game Day Zippered Tote         ,Inventory,8/11/2020,2,$6.18,$12.36,Bags,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK6121   ,PenOrkin Wolverine Stylus               ,Inventory,8/11/2020,20,$0.77,$15.40,Office,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK7104   ,Lip BalmOrkin SPF 15                    ,Inventory,8/11/2020,20,$0.75,$15.00,tradeshow,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK7229R3X,FleeceOrkin Sport-Tek Sport-Wick Stretch,POD,8/11/2020,1,$36.01,$36.01,Apparel,Fleece,Mens
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK6084   ,Stress RelieverOrkin Dog (Pack of 10)   ,Inventory,8/11/2020,10,$25.65,$25.65,tradeshow,,
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1083RX ,PoloOrkin Men's CB Drytec Northgate     ,POD,6/22/2020,5,$42.97,$214.85,Apparel,Polo,Mens
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091G2X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,3,$8.00,$24.00,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091GXL,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$6.10,$12.20,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091G3X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$8.90,$8.90,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091GL ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,3,$6.10,$18.30,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091GM ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$6.10,$6.10,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,ORK1091GS ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$6.10,$6.10,Apparel,T-Shirt,All
894                 ,00005985 0894,Orkin,894 PHOENIX COMMERCIAL             ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,3/5/2020,15,$8.20,$123.00,Vehicle,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMOUSEPA,N87 VYNEX HEAVYDUTY MOUSE PADS OC3      ,POD,11/6/2020,250,$3.50,$875.00,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROCM31   ,NEW YORKER CERAMIC 14OZ MUG             ,Direct Ship,6/15/2020,100,$10.85,"$1,085.00",Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROERNIEST,"3"" ROUND ERNIE STICKERS                 ",Direct Ship,3/31/2020,250,$0.76,$190.00,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROERNIE  ,ERNIE PAPER POSTER 23X36                ,Direct Ship,3/31/2020,10,$33.78,$337.80,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROERNIEU ,ERNIE ULTRABOARD POSTER 46X54           ,Direct Ship,3/31/2020,5,$219.78,"$1,098.90",Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44TM,MENS OSLO PIQUE POLO TITAN MEDIUM       ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44K3,MENS OSLO SS PIQUE POLO BLACK 3XL       ,POD,3/27/2020,1,$26.00,$26.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44KL,MENS OSLO SS PIQUE POLO BLACK LARGE     ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44KM,MENS OSLO SS PIQUE POLO BLACK MEDIUM    ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44RM,MENS OSLO SS PIQUE POLO RED MEDIUM      ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44RX,MENS OSLO SS PIQUE POLO RED XLARGE      ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44TX,MENS OSLO PIQUE POLO TITAN XLARGE       ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44T3,MENS OSLO PIQUE POLO TITAN 3XLARGE      ,POD,3/27/2020,1,$26.00,$26.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44TL,MENS OSLO PIQUE POLO TITAN LARGE        ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44RL,MENS OSLO SS PIQUE POLO RED LARGE       ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44T2,MENS OSLO PIQUE POLO TITAN 2XLARGE      ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35KM,LADIES OSLO SS PIQUE POLO BLACK MEDIUM  ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35KX,LADIES OSLO SS PIQUE POLO BLACK XLARGE  ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35R2,LADIES OSLO SS PIQUE POLO RED 2XL       ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35RX,LADIES OSLO SS PIQUE POLO RED XLARGE    ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35TL,LADIES OSLO PIQUE POLO TITAN LARGE      ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35T2,LADIES OSLO PIQUE POLO TITAN 2XLARGE    ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44K2,MENS OSLO SS PIQUE POLO BLACK 2XL       ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44KX,MENS OSLO SS PIQUE POLO BLACK XLARGE    ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44R2,MENS OSLO SS PIQUE POLO RED 2XL         ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROMQK44R3,MENS OSLO SS PIQUE POLO RED 3XL         ,POD,3/27/2020,1,$26.00,$26.00,Apparel,Polo,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35K2,LADIES OSLO SS PIQUE POLO BLACK 2XLARGE ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35KL,LADIES OSLO SS PIQUE POLO BLACK LARGE   ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35R3,LADIES OSLO SS PIQUE POLO RED 3XL       ,POD,3/27/2020,1,$26.00,$26.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35RL,LADIES OSLO SS PIQUE POLO RED LARGE     ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35RM,LADIES OSLO SS PIQUE POLO RED MEDIUM    ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35T3,LADIES OSLO PIQUE POLO TITAN 3XLARGE    ,POD,3/27/2020,2,$26.00,$52.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35TM,LADIES OSLO PIQUE POLO TITAN MEDIUM     ,POD,3/27/2020,4,$26.00,$104.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROLQK35TX,LADIES OSLO PIQUE POLO TITAN XLARGE     ,POD,3/27/2020,5,$26.00,$130.00,Apparel,Polo,Womens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7282   ,Orkin Koozie Snap Can Cooler            ,Inventory,3/23/2020,10,$2.14,$21.40,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7307   ,SpeakerOrkin Boxanne Wireless           ,POD,3/19/2020,2,$25.96,$51.92,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7330   ,BagOrkin Port Authority Ladies Laptop To,POD,3/19/2020,2,$28.83,$57.66,Bags,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7316   ,Water BottleOrkin Collapsible with Carab,Inventory,3/19/2020,10,$10.52,$105.20,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7306   ,SpeakerOrkin Aquathump Waterproof       ,POD,3/19/2020,2,$34.38,$68.76,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7327   ,BagOrkin Insulated Grocery Tote         ,Inventory,3/18/2020,14,$6.33,$88.62,Bags,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,3/17/2020,4,$18.36,$73.44,Umbrella,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/17/2020,3,$12.39,$37.17,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6076   ,Orkin Balloons (Pack of 100)            ,Inventory,3/17/2020,200,$14.85,$29.70,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7305   ,OrganizerOrkin Glendale Desktop Cable   ,Inventory,3/17/2020,3,$2.82,$8.46,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7297   ,TumblerOrkin 25oz CamelBak Chute Mag    ,Inventory,3/17/2020,3,$18.75,$56.25,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7328   ,BagOrkin Non-Woven Grocery Tote         ,Inventory,3/13/2020,4,$2.99,$11.96,Bags,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK8066   ,EarbudsOrkin Bluetooth Wireless         ,Inventory,3/11/2020,2,$10.21,$20.42,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7295   ,MugOrkin 14oz Arctic Zone Titan Thermal ,Inventory,3/11/2020,4,$21.07,$84.28,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7305   ,OrganizerOrkin Glendale Desktop Cable   ,Inventory,3/10/2020,4,$2.82,$11.28,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7303   ,CoolerOrkin Balboa 20 Can Cooler        ,Inventory,3/9/2020,2,$20.37,$40.74,Coolers,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7296   ,TumblerOrkin 30oz Arctic Zone Titan Ther,Inventory,3/9/2020,2,$30.76,$61.52,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7297   ,TumblerOrkin 25oz CamelBak Chute Mag    ,Inventory,3/9/2020,2,$18.75,$37.50,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7301   ,SpeakerOrkin Clip Clap Bluetooth        ,Inventory,3/9/2020,6,$8.10,$48.60,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7300   ,Orkin Desk Humidifier                   ,Inventory,3/9/2020,4,$21.75,$87.00,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7286   ,TumblerOrkin 12oz Vinay Stemless Wine Gl,Inventory,3/9/2020,2,$8.75,$17.50,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7014   ,HookOrkin Bella Purse                   ,Inventory,3/9/2020,5,$3.50,$17.50,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7318   ,Lip BalmOrkin Round                     ,Inventory,3/9/2020,10,$1.85,$18.50,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,3/9/2020,4,$18.36,$73.44,Umbrella,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7304   ,StrawOrkin 5 Piece Stainless Steel Straw,Inventory,3/9/2020,10,$2.23,$22.30,Office,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK8025   ,MousepadOrkin Foam (Pack of 10)         ,Inventory,3/9/2020,10,$27.50,$27.50,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK8025   ,MousepadOrkin Foam (Pack of 10)         ,Inventory,3/9/2020,10,$27.50,$27.50,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7299   ,BlanketOrkin Buffalo Plaid Ultra Plush T,Inventory,3/9/2020,2,$32.17,$64.34,Blankets / Towels,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7289   ,Orkin Luggage Gripper                   ,Inventory,3/9/2020,4,$3.19,$12.76,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7302   ,CableOrkin Dazzle 3-in-1 Light Up Chargi,Inventory,3/9/2020,4,$6.26,$25.04,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7298   ,FlashlightOrkin High Sierra Carabiner Ho,Inventory,3/9/2020,2,$8.75,$17.50,Flashlights,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7284   ,ChargerOrkin Energy Wireless            ,Inventory,3/9/2020,6,$12.39,$74.34,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7287   ,Orkin Silicone Ice Mold                 ,Inventory,3/9/2020,5,$4.15,$20.75,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,3/9/2020,4,$17.50,$70.00,Coolers,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6020   ,CoolerOrkin Under Cover Lunch Sack      ,Inventory,3/9/2020,4,$3.78,$15.12,Coolers,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7247MXL,Rain JacketOrkin Port Authority Torrent ,POD,2/29/2020,1,$46.36,$46.36,Apparel,Outerwear,Mens
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6076   ,Orkin Balloons                          ,Inventory,2/21/2020,300,$14.85,$44.55,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK8066   ,EarbudsOrkin Bluetooth Wireless         ,Inventory,2/10/2020,10,$10.21,$102.10,Tech,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK8067   ,DuffelOrkin Trooper                     ,Inventory,2/10/2020,12,$13.00,$156.00,Bags,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6127   ,TumblerOrkin 16 oz Hydro Cup w/ Lid     ,Inventory,2/10/2020,18,$5.95,$107.10,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,2/10/2020,24,$10.20,$244.80,Apparel,Headwear,All
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,ORK6076   ,Orkin Balloons                          ,Inventory,2/7/2020,200,$14.85,$29.70,tradeshow,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PRO46028MC,"TUMBLER, 16OZ MULTI-COLOR ORKIN         ",Direct Ship,1/31/2020,96,$2.53,$242.88,Drinkware,,
397                 ,00005985 0397,Orkin,OCCC ADMIN                         ,PROCM31   ,NEW YORKER CERAMIC 14OZ MUG             ,Direct Ship,1/31/2020,100,$10.85,"$1,085.00",Drinkware,,
0542                ,00005985 0542,Orkin,OCCC CUSTOMER SERVICE              ,PROCLIPCLA,CLIP CLAP BLUETOOTH SPEAKER             ,POD,10/13/2020,69,$7.50,$517.50,Tech,,
,00000043 0911,Orkin Franchise,REDCO INC (#911)                   ,ORK7267KL ,3-in-1 JacketOrkin Port Authority Ladies,POD,11/20/2020,1,$99.56,$99.56,Apparel,Outerwear,Womens
,00000043 0911,Orkin Franchise,REDCO INC (#911)                   ,ORK7333GL ,"SWEATER, LADIES INTERLOCK CARDIGAN LRG  ",POD,11/13/2020,1,$30.10,$30.10,Apparel,Sweater,Womens
,00000043 0911,Orkin Franchise,REDCO INC (#911)                   ,ORK7332   ,STAINLESS STEEL TERVIS 20 OZ BUG COLOR  ,Inventory,11/6/2020,2,$24.01,$48.02,Drinkware,,
943                 ,00005985 0943,Orkin,FRANCHISE 943: IB ENTERPRISES      ,ORK7009   ,CapOrkin                                ,Inventory,4/22/2020,6,$8.00,$48.00,Apparel,Headwear,All
943                 ,00005985 0943,Orkin,FRANCHISE 943: IB ENTERPRISES      ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,4/22/2020,6,$10.20,$61.20,Apparel,Headwear,All
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK7231GXL,FleeceOrkin Sport-Tek Sport-Wick Texture,POD,12/29/2020,1,$30.10,$30.10,Apparel,Fleece,Mens
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK7231RL ,FleeceOrkin Sport-Tek Sport-Wick Texture,POD,12/29/2020,1,$30.10,$30.10,Apparel,Fleece,Mens
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK7243KL ,FleeceOrkin The North Face Tech 1/4 Zip ,POD,10/19/2020,1,$63.96,$63.96,Apparel,Fleece,Mens
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK7245KL ,FleeceOrkin Nike Dri-FIT Stretch 1/2 Zip,POD,10/19/2020,1,$70.16,$70.16,Apparel,Fleece,Mens
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK8213R  ,PORT AUTHORITY SNAPBACK TRUCKER CAP RED ,POD,10/19/2020,10,$11.64,$116.40,Apparel,Headwear,All
,00000009 0943,Orkin Franchise,IB ENTERPRISES  (#943)             ,ORK7270KL ,VestOrkin Port Authority Collective Insu,POD,10/19/2020,1,$34.53,$34.53,Apparel,Vest,Mens
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK6084CUS,DOG STRESS RELIEVER CUST NO TEXT        ,Direct Ship,8/19/2020,150,$2.32,$348.00,tradeshow,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK6128R  ,FlashlightOrkin Telescopic Aluminum with,Inventory,8/11/2020,5,$6.99,$34.95,Flashlights,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK4025   ,PenOrkin Allegro Roller Ball            ,Inventory,8/11/2020,24,$5.39,$129.36,Office,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK7274R  ,BagOrkin Eddie Bauer Ripstop Backpack   ,POD,6/11/2020,1,$52.20,$52.20,Bags,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK7009   ,HatOrkin                                ,Inventory,6/2/2020,15,$8.00,$120.00,Apparel,Headwear,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,6/2/2020,15,$10.20,$153.00,Apparel,Headwear,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK7303   ,CoolerOrkin Balboa 20 Can Cooler        ,Inventory,3/26/2020,5,$20.37,$101.85,Coolers,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091G2X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,5,$8.00,$40.00,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091GXL,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$6.10,$12.20,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091GL ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,8,$6.10,$48.80,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091GM ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$6.10,$6.10,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091G3X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$8.90,$8.90,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091G4X,"T-SHIRT, ORKIN SERVES- CHARCOAL 4X      ",POD,3/13/2020,1,$8.90,$8.90,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091GL ,T-ShirtOrkin Serves                     ,Inventory,3/13/2020,1,$6.10,$6.10,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK1091G3X,T-ShirtOrkin Serves                     ,Inventory,3/13/2020,1,$8.90,$8.90,Apparel,T-Shirt,All
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK4055   ,Orkin HandSani (Pack of 10)             ,Inventory,2/29/2020,30,$20.25,$60.75,Tradeshow,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK6071   ,BagOrkin Infinity Sport Cooler          ,Inventory,1/21/2020,1,$16.92,$16.92,Bags,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,1/16/2020,5,$8.20,$41.00,Vehicle,,
882                 ,00005985 0882,Orkin,882 SCOTTSDALE                     ,ORK6071   ,BagOrkin Infinity Sport Cooler          ,Inventory,1/16/2020,3,$16.92,$50.76,Bags,,
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091GL ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,4,$6.10,$24.40,Apparel,T-Shirt,All
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091GM ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$6.10,$12.20,Apparel,T-Shirt,All
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091GM ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,1,$6.10,$6.10,Apparel,T-Shirt,All
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091GS ,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$6.10,$12.20,Apparel,T-Shirt,All
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091G2X,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$8.00,$16.00,Apparel,T-Shirt,All
837                 ,00005985 0837,Orkin,837 PHOENIX ADMIN CENTER           ,ORK1091GXL,T-ShirtOrkin Serves                     ,Inventory,3/17/2020,2,$6.10,$12.20,Apparel,T-Shirt,All
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7323KXL,SweaterOrkin Port Authority Ladies Open ,POD,11/16/2020,1,$45.97,$45.97,Apparel,Sweater,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7226WXL,PoloOrkin Ladies OGIO Jewel             ,POD,11/16/2020,1,$32.83,$32.83,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7219RXL,PoloOrkin Nike Ladies Dri-FIT Micro Piqu,POD,11/16/2020,1,$38.12,$38.12,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7223KM ,PoloOrkin Nike Ladies Dri-FIT Vertical M,POD,11/16/2020,2,$39.05,$78.10,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7223WM ,PoloOrkin Nike Ladies Dri-FIT Vertical M,POD,11/16/2020,2,$39.05,$78.10,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK8205TM ,JacketOrkin Ladies Helsa Full Zip       ,POD,11/16/2020,1,$47.41,$47.41,Apparel,Outerwear,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7221KXL,PoloOrkin Nike Ladies Dri-FIT Legacy    ,POD,11/16/2020,1,$43.72,$43.72,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7223AXL,PoloOrkin Nike Ladies Dri-FIT Vertical M,POD,11/16/2020,1,$39.05,$39.05,Apparel,Polo,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7271KL ,VestOrkin Port Authority Ladies Collecti,POD,11/6/2020,1,$34.53,$34.53,Apparel,Vest,Womens
889                 ,00005985 0889,Orkin,889 SOUTHWEST REGION               ,ORK7219KL ,PoloOrkin Nike Ladies Dri-FIT Micro Piqu,POD,11/6/2020,1,$38.12,$38.12,Apparel,Polo,Womens
